customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CU-10034,Male,1,No,No,49,No,No phone service,DSL,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),33.08,1536.55,0
CU-10035,Male,0,Yes,No,12,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),51.82,602.36,0
CU-10036,Male,0,No,No,10,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,No,Electronic check,64.89,642.4,1
CU-10037,Male,0,Yes,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,41.73,789.3,0
CU-10038,Male,0,No,No,7,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),57.46,384.02,0
CU-10039,Female,0,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),35.69,530.15,0
CU-10040,Male,0,Yes,No,18,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,67.37,1196.37,1
CU-10041,Female,0,Yes,Yes,20,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,56.9,1132.78,1
CU-10042,Female,0,Yes,No,50,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,71.32,3526.45,1
CU-10043,Male,0,Yes,No,55,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,80.16,4167.95,0
CU-10044,Female,0,Yes,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,36.66,1863.42,0
CU-10045,Female,0,No,No,15,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,74.6,1053.52,1
CU-10046,Male,1,Yes,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),68.15,327.33,0
CU-10047,Male,0,No,Yes,33,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Mailed check,61.64,1959.58,0
CU-10048,Female,0,Yes,Yes,63,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,55.44,3384.85,0
CU-10049,Male,0,No,Yes,27,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,94.08,2423.6,0
CU-10050,Male,0,Yes,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),36.66,1319.84,0
CU-10051,Male,0,Yes,No,24,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,86.64,2059.03,0
CU-10052,Female,0,No,No,72,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),70.34,4955.64,0
CU-10053,Female,1,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),37.83,183.19,0
CU-10054,Female,0,No,No,36,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,No,Mailed check,72.34,2569.02,0
CU-10055,Female,0,Yes,No,50,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,65.52,3259.32,1
CU-10056,Male,0,No,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),36.85,1159.43,0
CU-10057,Female,0,No,No,0,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),70.28,70.28,0
CU-10058,Male,0,No,No,15,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,72.28,1079.93,0
CU-10059,Male,0,Yes,No,60,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.67,1206.27,0
CU-10060,Female,0,Yes,No,2,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,56.81,108.72,0
CU-10061,Male,0,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,39.34,1419.42,0
CU-10062,Female,0,Yes,Yes,41,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,79.92,3274.5,0
CU-10063,Female,0,Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),76.99,5014.42,0
CU-10064,Female,0,No,No,66,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),54.37,3558.76,0
CU-10065,Female,0,No,No,41,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),54.83,2198.93,0
CU-10066,Female,0,No,Yes,62,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),61.65,3694.71,0
CU-10067,Male,0,Yes,No,3,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,44.2,131.47,1
CU-10068,Male,0,Yes,No,24,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),76.86,1773.42,1
CU-10069,Male,1,No,No,30,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,56.82,1680.92,0
CU-10070,Male,0,Yes,No,64,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),69.18,4282.32,0
CU-10071,Male,0,Yes,No,72,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Electronic check,43.94,3144.2,0
CU-10072,Female,0,Yes,Yes,39,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,70.62,2672.09,0
CU-10073,Male,0,No,No,2,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,65.18,125.09,0
CU-10074,Male,0,No,Yes,4,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,83.18,327.24,0
CU-10075,Male,0,Yes,No,27,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Electronic check,62.45,1672.0,0
CU-10076,Male,0,No,No,22,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),56.88,1240.17,0
CU-10077,Female,1,Yes,Yes,59,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),77.84,4448.83,1
CU-10078,Female,0,Yes,Yes,46,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,79.49,3533.72,0
CU-10079,Female,1,No,No,26,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,75.62,1865.76,1
CU-10080,Female,0,Yes,Yes,5,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),66.21,311.97,0
CU-10081,Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,39.11,272.65,0
CU-10082,Female,0,Yes,Yes,72,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,72.2,5112.7,0
CU-10083,Male,0,Yes,No,37,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),54.88,1979.0,0
CU-10084,Male,0,No,No,8,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),57.49,448.42,0
CU-10085,Male,0,Yes,Yes,62,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,55.69,3250.45,0
CU-10086,Female,0,No,No,20,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.44,1556.07,0
CU-10087,Male,0,Yes,No,38,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,53.36,2018.11,0
CU-10088,Male,0,No,No,2,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),87.46,169.27,1
CU-10089,Male,0,Yes,No,50,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,No,Credit card (automatic),56.13,2735.91,0
CU-10090,Male,0,Yes,Yes,22,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Mailed check,55.32,1171.55,0
CU-10091,Female,1,No,No,2,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,62.31,117.93,1
CU-10092,Male,0,Yes,No,11,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),71.44,753.95,0
CU-10093,Male,0,Yes,No,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),78.5,3041.82,0
CU-10094,Male,0,No,No,8,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),77.52,604.48,0
CU-10095,Female,1,No,No,3,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,74.4,222.96,1
CU-10096,Male,0,No,No,67,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,60.85,3921.06,0
CU-10097,Male,0,No,No,23,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,45.61,1040.12,0
CU-10098,Male,1,No,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,42.73,1812.41,0
CU-10099,Female,1,No,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,38.82,2109.36,0
CU-10100,Female,0,No,No,3,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,56.09,164.78,0
CU-10101,Female,0,Yes,No,0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),74.62,74.62,0
CU-10102,Male,0,Yes,No,66,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,48.55,3030.95,0
CU-10103,Female,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),35.26,2251.56,0
CU-10104,Female,0,No,No,24,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,73.29,1660.81,1
CU-10105,Female,0,Yes,No,42,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,58.79,2452.62,0
CU-10106,Male,0,Yes,No,70,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,84.83,5583.45,1
CU-10107,Male,0,Yes,Yes,7,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),42.77,282.67,0
CU-10108,Male,0,No,No,13,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),80.85,1038.17,0
CU-10109,Female,0,No,No,62,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,57.93,3440.75,0
CU-10110,Male,1,Yes,No,18,Yes,No,DSL,Yes,Yes,No,No,Yes,No,One year,No,Credit card (automatic),67.89,1175.44,0
CU-10111,Male,0,No,No,3,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,79.27,227.92,1
CU-10112,Male,0,No,No,39,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,75.8,2936.81,0
CU-10113,Female,0,No,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),67.62,2154.59,1
CU-10114,Male,0,Yes,Yes,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,38.65,2078.19,0
CU-10115,Female,0,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),37.75,795.98,1
CU-10116,Female,0,No,No,12,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),68.06,777.54,1
CU-10117,Female,1,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),38.29,2538.95,1
CU-10118,Male,0,Yes,No,65,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,81.76,5266.24,0
CU-10119,Female,1,No,No,14,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Electronic check,65.0,874.74,0
CU-10120,Female,1,No,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),41.13,521.15,0
CU-10121,Female,1,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,79.88,4309.75,0
CU-10122,Male,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,41.18,1782.33,0
CU-10123,Male,1,No,No,8,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),48.58,374.9,0
CU-10124,Male,0,No,No,5,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),54.14,268.99,0
CU-10125,Male,0,Yes,Yes,50,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,63.14,3130.09,1
CU-10126,Male,0,Yes,No,3,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),71.13,201.92,1
CU-10127,Male,0,Yes,No,22,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.27,427.4,0
CU-10128,Male,0,No,Yes,34,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),73.3,2353.71,1
CU-10129,Female,0,No,No,8,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),64.9,497.33,1
CU-10130,Male,0,Yes,No,69,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,76.27,5040.87,0
CU-10131,Female,0,Yes,No,23,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,68.05,1476.24,1
CU-10132,Female,1,Yes,No,7,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,75.51,525.25,1
CU-10133,Male,0,Yes,No,70,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,83.5,5788.84,0
CU-10134,Female,0,No,Yes,12,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),58.82,702.81,0
CU-10135,Male,0,No,Yes,27,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,73.03,1941.57,1
CU-10136,Female,0,Yes,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),66.04,1497.05,0
CU-10137,Male,0,Yes,No,4,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,65.45,258.46,1
CU-10138,Female,0,Yes,No,6,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,82.95,488.0,0
CU-10139,Male,0,No,No,33,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),68.85,2159.71,0
CU-10140,Male,0,No,Yes,15,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),75.44,1075.77,0
CU-10141,Male,0,No,No,11,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Mailed check,53.06,566.16,0
CU-10142,Female,0,Yes,Yes,57,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,No,Mailed check,58.1,3250.22,0
CU-10143,Female,1,No,No,39,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,78.63,2888.04,0
CU-10144,Male,0,Yes,No,31,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),56.43,1701.72,0
CU-10145,Male,1,No,No,18,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.57,367.75,0
CU-10146,Male,0,No,Yes,28,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),68.54,1818.48,0
CU-10147,Female,0,No,No,63,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),79.25,4786.93,0
CU-10148,Male,0,No,No,58,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),74.61,4323.94,0
CU-10149,Male,1,Yes,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.38,1531.48,1
CU-10150,Female,1,No,No,46,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),60.87,2636.85,0
CU-10151,Female,0,Yes,Yes,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,52.16,51.17,0
CU-10152,Male,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,79.26,1662.73,0
CU-10153,Female,0,Yes,Yes,8,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),79.27,604.89,1
CU-10154,Male,0,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),38.7,700.71,0
CU-10155,Female,1,Yes,No,38,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),63.08,2315.33,0
CU-10156,Male,0,Yes,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,68.75,267.34,1
CU-10157,Female,0,No,No,30,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),59.49,1764.86,0
CU-10158,Female,0,Yes,Yes,72,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,65.53,4716.32,0
CU-10159,Female,0,Yes,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,38.73,1838.18,0
CU-10160,Male,1,No,No,55,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,63.18,3327.06,0
CU-10161,Female,0,No,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),36.54,2488.91,0
CU-10162,Male,0,Yes,No,31,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,49.9,1512.64,1
CU-10163,Male,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),74.31,4250.38,0
CU-10164,Female,0,No,No,36,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),70.67,2488.35,0
CU-10165,Male,0,No,No,48,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,53.31,2472.87,0
CU-10166,Female,1,Yes,No,64,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,33.71,2109.83,0
CU-10167,Female,0,No,No,62,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),77.61,4735.84,0
CU-10168,Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),40.78,2762.41,0
CU-10169,Female,0,Yes,No,70,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),79.07,5407.45,0
CU-10170,Male,0,No,No,63,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,No,Electronic check,59.43,3553.83,0
CU-10171,Female,0,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),38.84,298.35,0
CU-10172,Male,0,No,No,19,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),74.05,1359.98,0
CU-10173,Female,0,Yes,Yes,37,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,59.0,2179.36,0
CU-10174,Male,0,Yes,No,22,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),70.22,1482.33,1
CU-10175,Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,41.68,2968.43,0
CU-10176,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),80.34,5554.39,0
CU-10177,Female,0,Yes,No,41,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,75.65,2958.23,1
CU-10178,Female,0,No,No,19,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Electronic check,76.22,1399.0,0
CU-10179,Female,0,No,No,32,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Electronic check,75.82,2293.75,0
